B0001,专用设备,高压气密测试模块,高压气密测试模块/定制,定制,个,35,,,,35,409500,11700,,充电座的需增加插拔次数监控功能,,2.60869565217391,0.521739130434784,0.347826086956522,0.521739130434784,3.4,0.6,0.70588235294118,5.29411764705882,15.75,3.15,2.1
B0001,专用设备,卡钉台,卡钉测试台/中（20≤模块数≥11）,中（20≤模块数≥11）,个,2,,,,2,180000,90000,,,,,,,,,,,,1.5,0.3,0.2
B0001,专用设备,CCD检查机,CCD检查机/定制,定制,个,7,,,,7,1050000,150000,,压接机（压端子）&焊接机有CCD检查,,0.652173913043478,0.130434782608696,0.0869565217391304,0.130434782608696,0.85,0.15,0.23529411764706,1.76470588235294,2.25,0.45,0.3
,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pc,,,,,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,合计,1639500,单套费用,2.7325,,,,,,,0.407453416149068,0.407453416149069,0.407453416149068,0.407453416149069,0.468571428571429,0.468571428571429,2.41960784313727,2.41960784313725,2.085,2.085,2.085
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,第二页,装车比,,,0.525,0.105,0.07,0.105,0.595,0.105,0.03,0.225,0.525,0.105,0.07
,,,,,,,,,,,,,总量纲,,,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0
填写说明：,,,,,,,,,,,,,数量,,,315000.0,63000.0,42000.0,63000.0,357000.0,63000.0,18000.0,135000.0,315000.0,63000.0,42000.0
1. 涉及自动化产线投资金额，自动化产线-公用件占比全产线金额的80%；自动化产线-专用件占比全产线金额的20%；,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. 涉及自动化产线需在备注列维护内容：a.公共部分占比自动化设备费用80%；
2、xx平参考设备尺寸：xxm*xxm*xxm；
3、涉及工序：开线，剥皮，去屏蔽层，预装；压接屏蔽环；压接端子；装塑壳；插位；",,,,,,,,,,,,,,,,,,,,,,,,,,
3. 如果项目设备/项目专用模具/项目工装投入表格中涉及新增内容在下拉箭头中无法选中，通知设备工程师至W:\昆山泽轩\动能工业中心\前期工艺部\04-前期设备中“泽轩设备数据库信息”中添加新增设备信息；,,,,,,,,,,,,,,,,0.855900621118013,0.855900621118015,0.855900621118013,0.855900621118015,1.34801120448179,3.70095238095238,8.20915032679743,8.20915032679738,5.63664021164021,5.64510582010582,5.65039682539682
,,,,,,,,,,,,,,2.7325,,,,,,,,,,,,
