工作表,行号,列号,单元格,数据值,公式
KSK线束BOM明细,248,N,N248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,248,O,O248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,248,P,P248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,248,Q,Q248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,248,R,R248,=O248/1000*18.91+P248/1000*76.45+Q248/1000,=O248/1000*18.91+P248/1000*76.45+Q248/1000
KSK线束BOM明细,248,S,S248,=(N248+R248)*H248,=(N248+R248)*H248
KSK线束BOM明细,248,T,T248,=O248/1000*H248,=O248/1000*H248
KSK线束BOM明细,248,U,U248,=P248*H248,=P248*H248
KSK线束BOM明细,248,V,V248,=R248*H248,=R248*H248
KSK线束BOM明细,248,W,W248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,248,X,X248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,248,Y,Y248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,249,A,A249,6608507680,
KSK线束BOM明细,249,B,B249,组合式充电插座线束总成,
KSK线束BOM明细,249,C,C249,E281-ZJ-03,
KSK线束BOM明细,249,D,D249,金属支架,
KSK线束BOM明细,249,E,E249,N,
KSK线束BOM明细,249,F,F249,/,
KSK线束BOM明细,249,H,H249,1,
KSK线束BOM明细,249,I,I249,PCS,
KSK线束BOM明细,249,J,J249,恒伟林/贵龙/华凯,
KSK线束BOM明细,249,K,K249,★,
KSK线束BOM明细,249,M,M249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,249,N,N249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,249,O,O249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,249,P,P249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,249,Q,Q249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,249,R,R249,=O249/1000*18.91+P249/1000*76.45+Q249/1000,=O249/1000*18.91+P249/1000*76.45+Q249/1000
KSK线束BOM明细,249,S,S249,=(N249+R249)*H249,=(N249+R249)*H249
KSK线束BOM明细,249,T,T249,=O249/1000*H249,=O249/1000*H249
KSK线束BOM明细,249,U,U249,=P249*H249,=P249*H249
KSK线束BOM明细,249,V,V249,=R249*H249,=R249*H249
KSK线束BOM明细,249,W,W249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,249,X,X249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,249,Y,Y249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,250,A,A250,6608507680,
KSK线束BOM明细,250,B,B250,组合式充电插座线束总成,
KSK线束BOM明细,250,C,C250,E281-ZJ-04,
KSK线束BOM明细,250,D,D250,金属支架,
KSK线束BOM明细,250,E,E250,N,
KSK线束BOM明细,250,F,F250,/,
KSK线束BOM明细,250,H,H250,1,
KSK线束BOM明细,250,I,I250,PCS,
KSK线束BOM明细,250,J,J250,恒伟林/贵龙/华凯,
KSK线束BOM明细,250,K,K250,★,
KSK线束BOM明细,250,M,M250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,250,N,N250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,250,O,O250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,250,P,P250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,250,Q,Q250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,250,R,R250,=O250/1000*18.91+P250/1000*76.45+Q250/1000,=O250/1000*18.91+P250/1000*76.45+Q250/1000
KSK线束BOM明细,250,S,S250,=(N250+R250)*H250,=(N250+R250)*H250
KSK线束BOM明细,250,T,T250,=O250/1000*H250,=O250/1000*H250
KSK线束BOM明细,250,U,U250,=P250*H250,=P250*H250
KSK线束BOM明细,250,V,V250,=R250*H250,=R250*H250
KSK线束BOM明细,250,W,W250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,250,X,X250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,250,Y,Y250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,251,A,A251,6608507680,
KSK线束BOM明细,251,B,B251,组合式充电插座线束总成,
KSK线束BOM明细,251,C,C251,E281-ZJ-05,
KSK线束BOM明细,251,D,D251,金属支架,
KSK线束BOM明细,251,E,E251,N,
KSK线束BOM明细,251,F,F251,/,
KSK线束BOM明细,251,H,H251,1,
KSK线束BOM明细,251,I,I251,PCS,
KSK线束BOM明细,251,J,J251,恒伟林/贵龙/华凯,
KSK线束BOM明细,251,K,K251,★,
KSK线束BOM明细,251,M,M251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,251,N,N251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,251,O,O251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,251,P,P251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,251,Q,Q251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,251,R,R251,=O251/1000*18.91+P251/1000*76.45+Q251/1000,=O251/1000*18.91+P251/1000*76.45+Q251/1000
KSK线束BOM明细,251,S,S251,=(N251+R251)*H251,=(N251+R251)*H251
KSK线束BOM明细,251,T,T251,=O251/1000*H251,=O251/1000*H251
KSK线束BOM明细,251,U,U251,=P251*H251,=P251*H251
KSK线束BOM明细,251,V,V251,=R251*H251,=R251*H251
KSK线束BOM明细,251,W,W251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,251,X,X251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,251,Y,Y251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,252,A,A252,6608507680,
KSK线束BOM明细,252,B,B252,组合式充电插座线束总成,
KSK线束BOM明细,252,C,C252,E281-XJ-01,
KSK线束BOM明细,252,D,D252,橡胶件,
KSK线束BOM明细,252,E,E252,N,
KSK线束BOM明细,252,F,F252,/,
KSK线束BOM明细,252,H,H252,3,
KSK线束BOM明细,252,I,I252,PCS,
KSK线束BOM明细,252,J,J252,恒伟林/远信/博昊/天乐,
KSK线束BOM明细,252,K,K252,★,
KSK线束BOM明细,252,M,M252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,252,N,N252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,252,O,O252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,252,P,P252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,252,Q,Q252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,252,R,R252,=O252/1000*18.91+P252/1000*76.45+Q252/1000,=O252/1000*18.91+P252/1000*76.45+Q252/1000
KSK线束BOM明细,252,S,S252,=(N252+R252)*H252,=(N252+R252)*H252
KSK线束BOM明细,252,T,T252,=O252/1000*H252,=O252/1000*H252
KSK线束BOM明细,252,U,U252,=P252*H252,=P252*H252
KSK线束BOM明细,252,V,V252,=R252*H252,=R252*H252
KSK线束BOM明细,252,W,W252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,252,X,X252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,252,Y,Y252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,253,A,A253,6608507680,
KSK线束BOM明细,253,B,B253,组合式充电插座线束总成,
KSK线束BOM明细,253,C,C253,E281-XJ-02,
KSK线束BOM明细,253,D,D253,橡胶件,
KSK线束BOM明细,253,E,E253,N,
KSK线束BOM明细,253,F,F253,/,
KSK线束BOM明细,253,H,H253,1,
KSK线束BOM明细,253,I,I253,PCS,
KSK线束BOM明细,253,J,J253,恒伟林/远信/博昊/天乐,
KSK线束BOM明细,253,K,K253,★,
KSK线束BOM明细,253,M,M253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,253,N,N253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,253,O,O253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,253,P,P253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,253,Q,Q253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,253,R,R253,=O253/1000*18.91+P253/1000*76.45+Q253/1000,=O253/1000*18.91+P253/1000*76.45+Q253/1000
KSK线束BOM明细,253,S,S253,=(N253+R253)*H253,=(N253+R253)*H253
KSK线束BOM明细,253,T,T253,=O253/1000*H253,=O253/1000*H253
KSK线束BOM明细,253,U,U253,=P253*H253,=P253*H253
KSK线束BOM明细,253,V,V253,=R253*H253,=R253*H253
KSK线束BOM明细,253,W,W253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,253,X,X253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,253,Y,Y253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,254,A,A254,6608507680,
KSK线束BOM明细,254,B,B254,组合式充电插座线束总成,
KSK线束BOM明细,254,C,C254,E281-XJ-03,
KSK线束BOM明细,254,D,D254,橡胶件,
KSK线束BOM明细,254,E,E254,N,
KSK线束BOM明细,254,F,F254,/,
KSK线束BOM明细,254,H,H254,1,
KSK线束BOM明细,254,I,I254,PCS,
KSK线束BOM明细,254,J,J254,恒伟林/远信/博昊/天乐,
KSK线束BOM明细,254,K,K254,★,
KSK线束BOM明细,254,M,M254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,254,N,N254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,254,O,O254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,254,P,P254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,254,Q,Q254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,254,R,R254,=O254/1000*18.91+P254/1000*76.45+Q254/1000,=O254/1000*18.91+P254/1000*76.45+Q254/1000
KSK线束BOM明细,254,S,S254,=(N254+R254)*H254,=(N254+R254)*H254
KSK线束BOM明细,254,T,T254,=O254/1000*H254,=O254/1000*H254
KSK线束BOM明细,254,U,U254,=P254*H254,=P254*H254
KSK线束BOM明细,254,V,V254,=R254*H254,=R254*H254
KSK线束BOM明细,254,W,W254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,254,X,X254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,254,Y,Y254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,255,A,A255,6608507680,
KSK线束BOM明细,255,B,B255,组合式充电插座线束总成,
KSK线束BOM明细,255,C,C255,E281-XJ-04,
KSK线束BOM明细,255,D,D255,橡胶件,
KSK线束BOM明细,255,E,E255,N,
KSK线束BOM明细,255,F,F255,/,
KSK线束BOM明细,255,H,H255,1,
KSK线束BOM明细,255,I,I255,PCS,
KSK线束BOM明细,255,J,J255,恒伟林/远信/博昊/天乐,
KSK线束BOM明细,255,K,K255,★,
KSK线束BOM明细,255,M,M255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,255,N,N255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,255,O,O255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,255,P,P255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,255,Q,Q255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,255,R,R255,=O255/1000*18.91+P255/1000*76.45+Q255/1000,=O255/1000*18.91+P255/1000*76.45+Q255/1000
KSK线束BOM明细,255,S,S255,=(N255+R255)*H255,=(N255+R255)*H255
KSK线束BOM明细,255,T,T255,=O255/1000*H255,=O255/1000*H255
KSK线束BOM明细,255,U,U255,=P255*H255,=P255*H255
KSK线束BOM明细,255,V,V255,=R255*H255,=R255*H255
KSK线束BOM明细,255,W,W255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,255,X,X255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,255,Y,Y255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,256,A,A256,6608507680,
KSK线束BOM明细,256,B,B256,组合式充电插座线束总成,
KSK线束BOM明细,256,C,C256,E281-XJ-05,
KSK线束BOM明细,256,D,D256,橡胶件,
KSK线束BOM明细,256,E,E256,N,
KSK线束BOM明细,256,F,F256,/,
KSK线束BOM明细,256,H,H256,2,
KSK线束BOM明细,256,I,I256,PCS,
KSK线束BOM明细,256,J,J256,恒伟林/远信/博昊/天乐,
KSK线束BOM明细,256,K,K256,★,
KSK线束BOM明细,256,M,M256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,256,N,N256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,256,O,O256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,256,P,P256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,256,Q,Q256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,256,R,R256,=O256/1000*18.91+P256/1000*76.45+Q256/1000,=O256/1000*18.91+P256/1000*76.45+Q256/1000
KSK线束BOM明细,256,S,S256,=(N256+R256)*H256,=(N256+R256)*H256
KSK线束BOM明细,256,T,T256,=O256/1000*H256,=O256/1000*H256
KSK线束BOM明细,256,U,U256,=P256*H256,=P256*H256
KSK线束BOM明细,256,V,V256,=R256*H256,=R256*H256
KSK线束BOM明细,256,W,W256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,256,X,X256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,256,Y,Y256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,257,A,A257,6608507680,
KSK线束BOM明细,257,B,B257,组合式充电插座线束总成,
KSK线束BOM明细,257,C,C257,PP9104320,
KSK线束BOM明细,257,D,D257,7*12箭头扎带,
KSK线束BOM明细,257,E,E257,N,
KSK线束BOM明细,257,F,F257,A06101606,
KSK线束BOM明细,257,H,H257,2,
KSK线束BOM明细,257,I,I257,PCS,
KSK线束BOM明细,257,J,J257,上海众安/海尔曼太通,
KSK线束BOM明细,257,K,K257,★,
KSK线束BOM明细,257,M,M257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,257,N,N257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,257,O,O257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,257,P,P257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,257,Q,Q257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,257,R,R257,=O257/1000*18.91+P257/1000*76.45+Q257/1000,=O257/1000*18.91+P257/1000*76.45+Q257/1000
KSK线束BOM明细,257,S,S257,=(N257+R257)*H257,=(N257+R257)*H257
KSK线束BOM明细,257,T,T257,=O257/1000*H257,=O257/1000*H257
KSK线束BOM明细,257,U,U257,=P257*H257,=P257*H257
KSK线束BOM明细,257,V,V257,=R257*H257,=R257*H257
KSK线束BOM明细,257,W,W257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,257,X,X257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,257,Y,Y257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,258,A,A258,6608507680,
KSK线束BOM明细,258,B,B258,组合式充电插座线束总成,
KSK线束BOM明细,258,C,C258,PP9108401,
KSK线束BOM明细,258,D,D258,M8箭头卡扣,
KSK线束BOM明细,258,E,E258,N,
KSK线束BOM明细,258,F,F258,/,
KSK线束BOM明细,258,H,H258,1,
KSK线束BOM明细,258,I,I258,PCS,
KSK线束BOM明细,258,J,J258,上海众安/海尔曼太通,
KSK线束BOM明细,258,K,K258,★,
KSK线束BOM明细,258,M,M258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,258,N,N258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,258,O,O258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,258,P,P258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,258,Q,Q258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,258,R,R258,=O258/1000*18.91+P258/1000*76.45+Q258/1000,=O258/1000*18.91+P258/1000*76.45+Q258/1000
KSK线束BOM明细,258,S,S258,=(N258+R258)*H258,=(N258+R258)*H258
KSK线束BOM明细,258,T,T258,=O258/1000*H258,=O258/1000*H258
KSK线束BOM明细,258,U,U258,=P258*H258,=P258*H258
KSK线束BOM明细,258,V,V258,=R258*H258,=R258*H258
KSK线束BOM明细,258,W,W258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,258,X,X258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,258,Y,Y258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,259,A,A259,6608507680,
KSK线束BOM明细,259,B,B259,组合式充电插座线束总成,
KSK线束BOM明细,259,C,C259,PP9122201,
KSK线束BOM明细,259,D,D259,M6竖置螺柱卡,
KSK线束BOM明细,259,E,E259,N,
KSK线束BOM明细,259,F,F259,A06101666,
KSK线束BOM明细,259,H,H259,1,
KSK线束BOM明细,259,I,I259,PCS,
KSK线束BOM明细,259,J,J259,上海众安/海尔曼太通,
KSK线束BOM明细,259,K,K259,★,
KSK线束BOM明细,259,M,M259,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,259,N,N259,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,259,O,O259,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,259,P,P259,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,11,0),0)"
